"DateTime","AU1606.SHF","AU1612.SHF","AU1706.SHF","AU1712.SHF","AU1806.SHF","AU1812.SHF","AU1906.SHF"
2017-09-28,NaN,NaN,NaN,157036,6502,NaN,NaN
2017-09-29,NaN,NaN,NaN,99056,2882,NaN,NaN
2017-10-09,NaN,NaN,NaN,96730,6408,NaN,NaN
2017-10-10,NaN,NaN,NaN,89448,3856,NaN,NaN
2017-10-11,NaN,NaN,NaN,102690,3432,NaN,NaN
2017-10-12,NaN,NaN,NaN,106566,7520,NaN,NaN
2017-10-13,NaN,NaN,NaN,81608,5458,NaN,NaN
2017-10-16,NaN,NaN,NaN,122152,14766,NaN,NaN
2017-10-17,NaN,NaN,NaN,132882,22118,NaN,NaN
2017-10-18,NaN,NaN,NaN,109406,17860,NaN,NaN
2017-10-19,NaN,NaN,NaN,108490,17566,NaN,NaN
2017-10-20,NaN,NaN,NaN,116690,14366,NaN,NaN
2017-10-23,NaN,NaN,NaN,123402,15886,NaN,NaN
2017-10-24,NaN,NaN,NaN,102460,11784,NaN,NaN
2017-10-25,NaN,NaN,NaN,105748,11384,NaN,NaN
2017-10-26,NaN,NaN,NaN,127364,16648,NaN,NaN
2017-10-27,NaN,NaN,NaN,146570,25810,NaN,NaN
2017-10-30,NaN,NaN,NaN,132546,17600,NaN,NaN
2017-10-31,NaN,NaN,NaN,129702,42752,NaN,NaN
2017-11-01,NaN,NaN,NaN,107352,33460,NaN,NaN
2017-11-02,NaN,NaN,NaN,82780,27222,NaN,NaN
2017-11-03,NaN,NaN,NaN,81612,34282,NaN,NaN
2017-11-06,NaN,NaN,NaN,95554,47652,NaN,NaN
2017-11-07,NaN,NaN,NaN,81728,33612,NaN,NaN
2017-11-08,NaN,NaN,NaN,63420,37380,NaN,NaN
2017-11-09,NaN,NaN,NaN,82990,64840,NaN,NaN
2017-11-10,NaN,NaN,NaN,69020,58324,NaN,NaN
2017-11-13,NaN,NaN,NaN,63550,43774,NaN,NaN
2017-11-14,NaN,NaN,NaN,41322,36148,NaN,NaN
2017-11-15,NaN,NaN,NaN,81570,82062,NaN,NaN
2017-11-16,NaN,NaN,NaN,55378,109230,196,NaN
2017-11-17,NaN,NaN,NaN,42250,83458,22,NaN
2017-11-20,NaN,NaN,NaN,48088,124816,24,NaN
2017-11-21,NaN,NaN,NaN,37980,125686,50,NaN
2017-11-22,NaN,NaN,NaN,25608,98470,16,NaN
2017-11-23,NaN,NaN,NaN,19470,92712,28,NaN
2017-11-24,NaN,NaN,NaN,16312,61598,12,NaN
2017-11-27,NaN,NaN,NaN,12152,75548,28,NaN
2017-11-28,NaN,NaN,NaN,21518,141338,4,NaN
2017-11-29,NaN,NaN,NaN,13802,89514,4,NaN
2017-11-30,NaN,NaN,NaN,15030,160322,20,NaN
2017-12-01,NaN,NaN,NaN,4358,116132,46,NaN
2017-12-04,NaN,NaN,NaN,2808,158454,58,NaN
2017-12-05,NaN,NaN,NaN,900,77562,18,NaN
2017-12-06,NaN,NaN,NaN,1158,151124,82,NaN
2017-12-07,NaN,NaN,NaN,696,128306,24,NaN
2017-12-08,NaN,NaN,NaN,288,115350,112,NaN
2017-12-11,NaN,NaN,NaN,2370,112536,76,NaN
2017-12-12,NaN,NaN,NaN,3612,77378,80,NaN
2017-12-13,NaN,NaN,NaN,390,77742,26,NaN
2017-12-14,NaN,NaN,NaN,144,148848,50,NaN
2017-12-15,NaN,NaN,NaN,30,84622,40,NaN
2017-12-18,NaN,NaN,NaN,NaN,110138,466,NaN
2017-12-19,NaN,NaN,NaN,NaN,107556,176,NaN
2017-12-20,NaN,NaN,NaN,NaN,73426,144,NaN
2017-12-21,NaN,NaN,NaN,NaN,87822,142,NaN
2017-12-22,NaN,NaN,NaN,NaN,64172,82,NaN
2017-12-25,NaN,NaN,NaN,NaN,85190,112,NaN
2017-12-26,NaN,NaN,NaN,NaN,41718,70,NaN
2017-12-27,NaN,NaN,NaN,NaN,71938,32,NaN
2017-12-28,NaN,NaN,NaN,NaN,75412,232,NaN
2017-12-29,NaN,NaN,NaN,NaN,70460,202,NaN
2018-01-02,NaN,NaN,NaN,NaN,54760,114,NaN
2018-01-03,NaN,NaN,NaN,NaN,120498,2696,NaN
2018-01-04,NaN,NaN,NaN,NaN,115606,3682,NaN
2018-01-05,NaN,NaN,NaN,NaN,131968,3674,NaN
2018-01-08,NaN,NaN,NaN,NaN,122670,3892,NaN
2018-01-09,NaN,NaN,NaN,NaN,97146,4446,NaN
2018-01-10,NaN,NaN,NaN,NaN,100630,4352,NaN
2018-01-11,NaN,NaN,NaN,NaN,107986,1262,NaN
2018-01-12,NaN,NaN,NaN,NaN,107150,1078,NaN
2018-01-15,NaN,NaN,NaN,NaN,154100,1084,NaN
2018-01-16,NaN,NaN,NaN,NaN,73686,592,NaN
2018-01-17,NaN,NaN,NaN,NaN,120036,1892,NaN
2018-01-18,NaN,NaN,NaN,NaN,120704,1060,NaN
2018-01-19,NaN,NaN,NaN,NaN,123998,2832,NaN
2018-01-22,NaN,NaN,NaN,NaN,91784,2326,NaN
2018-01-23,NaN,NaN,NaN,NaN,106384,1754,NaN
2018-01-24,NaN,NaN,NaN,NaN,129994,3202,NaN
2018-01-25,NaN,NaN,NaN,NaN,147606,5290,NaN
2018-01-26,NaN,NaN,NaN,NaN,160632,3322,NaN
2018-01-29,NaN,NaN,NaN,NaN,116526,2346,NaN
2018-01-30,NaN,NaN,NaN,NaN,142162,2948,NaN
2018-01-31,NaN,NaN,NaN,NaN,130220,1832,NaN
2018-02-01,NaN,NaN,NaN,NaN,107992,1568,NaN
2018-02-02,NaN,NaN,NaN,NaN,95114,2316,NaN
2018-02-05,NaN,NaN,NaN,NaN,179670,3674,NaN
2018-02-06,NaN,NaN,NaN,NaN,165138,2272,NaN
2018-02-07,NaN,NaN,NaN,NaN,173706,2744,NaN
2018-02-08,NaN,NaN,NaN,NaN,169214,1992,NaN
2018-02-09,NaN,NaN,NaN,NaN,153838,1238,NaN
2018-02-12,NaN,NaN,NaN,NaN,165634,1614,NaN
2018-02-13,NaN,NaN,NaN,NaN,106204,1562,NaN
2018-02-14,NaN,NaN,NaN,NaN,101596,1452,NaN
2018-02-22,NaN,NaN,NaN,NaN,69122,3256,NaN
2018-02-23,NaN,NaN,NaN,NaN,89858,1240,NaN
2018-02-26,NaN,NaN,NaN,NaN,105090,1732,NaN
2018-02-27,NaN,NaN,NaN,NaN,109948,1458,NaN
2018-02-28,NaN,NaN,NaN,NaN,164380,3078,NaN
2018-03-01,NaN,NaN,NaN,NaN,96650,2486,NaN
2018-03-02,NaN,NaN,NaN,NaN,176954,2934,NaN
2018-03-05,NaN,NaN,NaN,NaN,128004,3222,NaN
2018-03-06,NaN,NaN,NaN,NaN,81380,1810,NaN
2018-03-07,NaN,NaN,NaN,NaN,159050,7362,NaN
2018-03-08,NaN,NaN,NaN,NaN,130368,4226,NaN
2018-03-09,NaN,NaN,NaN,NaN,119300,3338,NaN
2018-03-12,NaN,NaN,NaN,NaN,155822,6642,NaN
2018-03-13,NaN,NaN,NaN,NaN,91312,3484,NaN
2018-03-14,NaN,NaN,NaN,NaN,144588,5690,NaN
2018-03-15,NaN,NaN,NaN,NaN,86940,2808,NaN
2018-03-16,NaN,NaN,NaN,NaN,112028,5128,NaN
2018-03-19,NaN,NaN,NaN,NaN,133874,6212,NaN
2018-03-20,NaN,NaN,NaN,NaN,94422,5378,NaN
2018-03-21,NaN,NaN,NaN,NaN,104436,4162,NaN
2018-03-22,NaN,NaN,NaN,NaN,214702,12164,NaN
2018-03-23,NaN,NaN,NaN,NaN,222076,14084,NaN
2018-03-26,NaN,NaN,NaN,NaN,176800,7986,NaN
2018-03-27,NaN,NaN,NaN,NaN,132922,9046,NaN
2018-03-28,NaN,NaN,NaN,NaN,137984,8648,NaN
2018-03-29,NaN,NaN,NaN,NaN,197124,23856,NaN
2018-03-30,NaN,NaN,NaN,NaN,77390,6488,NaN
2018-04-02,NaN,NaN,NaN,NaN,73540,5032,NaN
2018-04-03,NaN,NaN,NaN,NaN,159884,13982,NaN
2018-04-04,NaN,NaN,NaN,NaN,139306,9216,NaN
2018-04-09,NaN,NaN,NaN,NaN,63718,7596,NaN
2018-04-10,NaN,NaN,NaN,NaN,119642,13818,NaN
2018-04-11,NaN,NaN,NaN,NaN,144666,16316,NaN
2018-04-12,NaN,NaN,NaN,NaN,281170,36794,NaN
2018-04-13,NaN,NaN,NaN,NaN,170916,21364,NaN
2018-04-16,NaN,NaN,NaN,NaN,175852,19730,NaN
2018-04-17,NaN,NaN,NaN,NaN,109886,15204,NaN
2018-04-18,NaN,NaN,NaN,NaN,123876,17536,NaN
2018-04-19,NaN,NaN,NaN,NaN,155956,25108,NaN
2018-04-20,NaN,NaN,NaN,NaN,142614,24458,NaN
2018-04-23,NaN,NaN,NaN,NaN,185234,65480,NaN
2018-04-24,NaN,NaN,NaN,NaN,154496,57854,NaN
2018-04-25,NaN,NaN,NaN,NaN,134470,38628,NaN
2018-04-26,NaN,NaN,NaN,NaN,112116,47328,NaN
2018-04-27,NaN,NaN,NaN,NaN,167128,58148,NaN
2018-05-02,NaN,NaN,NaN,NaN,80522,57980,NaN
2018-05-03,NaN,NaN,NaN,NaN,118292,98418,NaN
2018-05-04,NaN,NaN,NaN,NaN,98532,89614,NaN
2018-05-07,NaN,NaN,NaN,NaN,71462,94876,NaN
2018-05-08,NaN,NaN,NaN,NaN,38298,89848,NaN
2018-05-09,NaN,NaN,NaN,NaN,39580,145340,NaN
2018-05-10,NaN,NaN,NaN,NaN,18988,112892,NaN
2018-05-11,NaN,NaN,NaN,NaN,19086,98314,NaN
2018-05-14,NaN,NaN,NaN,NaN,14966,68000,NaN
2018-05-15,NaN,NaN,NaN,NaN,13670,84694,NaN
2018-05-16,NaN,NaN,NaN,NaN,24518,143926,22
2018-05-17,NaN,NaN,NaN,NaN,16174,112742,20
2018-05-18,NaN,NaN,NaN,NaN,10262,87276,10
2018-05-21,NaN,NaN,NaN,NaN,14720,131962,0
2018-05-22,NaN,NaN,NaN,NaN,16764,101034,6
2018-05-23,NaN,NaN,NaN,NaN,12200,105426,6
2018-05-24,NaN,NaN,NaN,NaN,24812,150568,12
2018-05-25,NaN,NaN,NaN,NaN,12052,137342,4
2018-05-28,NaN,NaN,NaN,NaN,8922,126806,22
2018-05-29,NaN,NaN,NaN,NaN,7576,82968,8
2018-05-30,NaN,NaN,NaN,NaN,8368,183800,14
2018-05-31,NaN,NaN,NaN,NaN,5304,93610,18
2018-06-01,NaN,NaN,NaN,NaN,2450,122792,14
2018-06-04,NaN,NaN,NaN,NaN,960,103898,26
2018-06-05,NaN,NaN,NaN,NaN,1206,84728,40
2018-06-06,NaN,NaN,NaN,NaN,1026,109980,14
2018-06-07,NaN,NaN,NaN,NaN,1536,79982,6
2018-06-08,NaN,NaN,NaN,NaN,240,106106,4
2018-06-11,NaN,NaN,NaN,NaN,462,111914,44
2018-06-12,NaN,NaN,NaN,NaN,1080,104024,10
2018-06-13,NaN,NaN,NaN,NaN,42,79628,84
2018-06-14,NaN,NaN,NaN,NaN,18,126162,60
2018-06-15,NaN,NaN,NaN,NaN,18,133752,100
2018-06-19,NaN,NaN,NaN,NaN,NaN,87632,84
2018-06-20,NaN,NaN,NaN,NaN,NaN,108996,32
2018-06-21,NaN,NaN,NaN,NaN,NaN,119712,62
2018-06-22,NaN,NaN,NaN,NaN,NaN,90424,58
2018-06-25,NaN,NaN,NaN,NaN,NaN,130972,164
2018-06-26,NaN,NaN,NaN,NaN,NaN,98760,106
2018-06-27,NaN,NaN,NaN,NaN,NaN,111946,82
2018-06-28,NaN,NaN,NaN,NaN,NaN,90456,122
2018-06-29,NaN,NaN,NaN,NaN,NaN,97584,34
2018-07-02,NaN,NaN,NaN,NaN,NaN,94590,48
2018-07-03,NaN,NaN,NaN,NaN,NaN,123536,82
2018-07-04,NaN,NaN,NaN,NaN,NaN,145476,166
2018-07-05,NaN,NaN,NaN,NaN,NaN,89982,60
2018-07-06,NaN,NaN,NaN,NaN,NaN,108998,338
2018-07-09,NaN,NaN,NaN,NaN,NaN,88894,3016
2018-07-10,NaN,NaN,NaN,NaN,NaN,95614,268
2018-07-11,NaN,NaN,NaN,NaN,NaN,101934,228
2018-07-12,NaN,NaN,NaN,NaN,NaN,94882,218
2018-07-13,NaN,NaN,NaN,NaN,NaN,68156,120
2018-07-16,NaN,NaN,NaN,NaN,NaN,69242,64
2018-07-17,NaN,NaN,NaN,NaN,NaN,99132,172
2018-07-18,NaN,NaN,NaN,NaN,NaN,181010,360
2018-07-19,NaN,NaN,NaN,NaN,NaN,105332,306
2018-07-20,NaN,NaN,NaN,NaN,NaN,132416,538
2018-07-23,NaN,NaN,NaN,NaN,NaN,107080,342
2018-07-24,NaN,NaN,NaN,NaN,NaN,104896,338
2018-07-25,NaN,NaN,NaN,NaN,NaN,75446,294
2018-07-26,NaN,NaN,NaN,NaN,NaN,94872,278
2018-07-27,NaN,NaN,NaN,NaN,NaN,88686,144
2018-07-30,NaN,NaN,NaN,NaN,NaN,77966,512
2018-07-31,NaN,NaN,NaN,NaN,NaN,67996,304
2018-08-01,NaN,NaN,NaN,NaN,NaN,122992,182
2018-08-02,NaN,NaN,NaN,NaN,NaN,93806,164
2018-08-03,NaN,NaN,NaN,NaN,NaN,86800,600
2018-08-06,NaN,NaN,NaN,NaN,NaN,109278,1074
2018-08-07,NaN,NaN,NaN,NaN,NaN,74168,354
2018-08-08,NaN,NaN,NaN,NaN,NaN,112194,622
2018-08-09,NaN,NaN,NaN,NaN,NaN,87262,942
2018-08-10,NaN,NaN,NaN,NaN,NaN,81740,536
2018-08-13,NaN,NaN,NaN,NaN,NaN,113674,622
2018-08-14,NaN,NaN,NaN,NaN,NaN,148122,902
2018-08-15,NaN,NaN,NaN,NaN,NaN,97428,636
2018-08-16,NaN,NaN,NaN,NaN,NaN,237028,1558
2018-08-17,NaN,NaN,NaN,NaN,NaN,130468,654
2018-08-20,NaN,NaN,NaN,NaN,NaN,91574,456
2018-08-21,NaN,NaN,NaN,NaN,NaN,94642,332
2018-08-22,NaN,NaN,NaN,NaN,NaN,103968,494
2018-08-23,NaN,NaN,NaN,NaN,NaN,89684,690
2018-08-24,NaN,NaN,NaN,NaN,NaN,82384,658
2018-08-27,NaN,NaN,NaN,NaN,NaN,125174,650
2018-08-28,NaN,NaN,NaN,NaN,NaN,79354,398
2018-08-29,NaN,NaN,NaN,NaN,NaN,93472,586
2018-08-30,NaN,NaN,NaN,NaN,NaN,77472,682
2018-08-31,NaN,NaN,NaN,NaN,NaN,111716,944
2018-09-03,NaN,NaN,NaN,NaN,NaN,89258,1030
2018-09-04,NaN,NaN,NaN,NaN,NaN,66944,680
2018-09-05,NaN,NaN,NaN,NaN,NaN,88146,1652
2018-09-06,NaN,NaN,NaN,NaN,NaN,83454,1322
2018-09-07,NaN,NaN,NaN,NaN,NaN,113874,1172
2018-09-10,NaN,NaN,NaN,NaN,NaN,100898,1990
2018-09-11,NaN,NaN,NaN,NaN,NaN,67076,542
2018-09-12,NaN,NaN,NaN,NaN,NaN,99166,1274
2018-09-13,NaN,NaN,NaN,NaN,NaN,116310,1052
2018-09-14,NaN,NaN,NaN,NaN,NaN,142808,1410
2018-09-17,NaN,NaN,NaN,NaN,NaN,105902,824
2018-09-18,NaN,NaN,NaN,NaN,NaN,91380,1454
2018-09-19,NaN,NaN,NaN,NaN,NaN,77474,1214
2018-09-20,NaN,NaN,NaN,NaN,NaN,87642,3030
2018-09-21,NaN,NaN,NaN,NaN,NaN,95930,2478
2018-09-25,NaN,NaN,NaN,NaN,NaN,56136,1854
2018-09-26,NaN,NaN,NaN,NaN,NaN,70508,1430
2018-09-27,NaN,NaN,NaN,NaN,NaN,107108,2114
2018-09-28,NaN,NaN,NaN,NaN,NaN,132906,6336
2018-10-08,NaN,NaN,NaN,NaN,NaN,77522,4214
2018-10-09,NaN,NaN,NaN,NaN,NaN,106262,8382
2018-10-10,NaN,NaN,NaN,NaN,NaN,99802,4680
2018-10-11,NaN,NaN,NaN,NaN,NaN,152014,6528
2018-10-12,NaN,NaN,NaN,NaN,NaN,292244,14288
2018-10-15,NaN,NaN,NaN,NaN,NaN,171490,9376
2018-10-16,NaN,NaN,NaN,NaN,NaN,154004,12830
2018-10-17,NaN,NaN,NaN,NaN,NaN,123992,14042
2018-10-18,NaN,NaN,NaN,NaN,NaN,135758,10192
2018-10-19,NaN,NaN,NaN,NaN,NaN,185180,15882
2018-10-22,NaN,NaN,NaN,NaN,NaN,110412,10338
2018-10-23,NaN,NaN,NaN,NaN,NaN,139484,13896
2018-10-24,NaN,NaN,NaN,NaN,NaN,199308,25192
2018-10-25,NaN,NaN,NaN,NaN,NaN,175852,26254
2018-10-26,NaN,NaN,NaN,NaN,NaN,148646,19528
2018-10-29,NaN,NaN,NaN,NaN,NaN,256378,27640
2018-10-30,NaN,NaN,NaN,NaN,NaN,153456,30956
2018-10-31,NaN,NaN,NaN,NaN,NaN,192764,51100
2018-11-01,NaN,NaN,NaN,NaN,NaN,135758,59112
2018-11-02,NaN,NaN,NaN,NaN,NaN,156600,83730
2018-11-05,NaN,NaN,NaN,NaN,NaN,96254,55580
2018-11-06,NaN,NaN,NaN,NaN,NaN,85740,50734
2018-11-07,NaN,NaN,NaN,NaN,NaN,104606,75428
2018-11-08,NaN,NaN,NaN,NaN,NaN,65262,58390
2018-11-09,NaN,NaN,NaN,NaN,NaN,72402,65422
2018-11-12,NaN,NaN,NaN,NaN,NaN,82062,119420
2018-11-13,NaN,NaN,NaN,NaN,NaN,39492,96610
2018-11-14,NaN,NaN,NaN,NaN,NaN,37360,115628
2018-11-15,NaN,NaN,NaN,NaN,NaN,31902,108868
2018-11-16,NaN,NaN,NaN,NaN,NaN,24572,124384
2018-11-19,NaN,NaN,NaN,NaN,NaN,32836,148594
2018-11-20,NaN,NaN,NaN,NaN,NaN,25106,102492
2018-11-21,NaN,NaN,NaN,NaN,NaN,18964,124620
2018-11-22,NaN,NaN,NaN,NaN,NaN,17004,103356
2018-11-23,NaN,NaN,NaN,NaN,NaN,11486,64856
2018-11-26,NaN,NaN,NaN,NaN,NaN,13540,103560
2018-11-27,NaN,NaN,NaN,NaN,NaN,10846,87732
2018-11-28,NaN,NaN,NaN,NaN,NaN,11082,146380
2018-11-29,NaN,NaN,NaN,NaN,NaN,6550,153582
2018-11-30,NaN,NaN,NaN,NaN,NaN,6294,107410
2018-12-03,NaN,NaN,NaN,NaN,NaN,1830,156940
2018-12-04,NaN,NaN,NaN,NaN,NaN,924,150018
2018-12-05,NaN,NaN,NaN,NaN,NaN,1560,107694
2018-12-06,NaN,NaN,NaN,NaN,NaN,1020,147522
2018-12-07,NaN,NaN,NaN,NaN,NaN,1194,173004
2018-12-10,NaN,NaN,NaN,NaN,NaN,1374,235966
2018-12-11,NaN,NaN,NaN,NaN,NaN,540,124962
2018-12-12,NaN,NaN,NaN,NaN,NaN,1422,122580
2018-12-13,NaN,NaN,NaN,NaN,NaN,294,94850
2018-12-14,NaN,NaN,NaN,NaN,NaN,0,96230
2018-12-17,NaN,NaN,NaN,NaN,NaN,0,99312
2018-12-18,NaN,NaN,NaN,NaN,NaN,NaN,100036
2018-12-19,NaN,NaN,NaN,NaN,NaN,NaN,98696
2018-12-20,NaN,NaN,NaN,NaN,NaN,NaN,216128
2018-12-21,NaN,NaN,NaN,NaN,NaN,NaN,204216
2018-12-24,NaN,NaN,NaN,NaN,NaN,NaN,148724
2018-12-25,NaN,NaN,NaN,NaN,NaN,NaN,136042
2018-12-26,NaN,NaN,NaN,NaN,NaN,NaN,90834
2018-12-27,NaN,NaN,NaN,NaN,NaN,NaN,192058
2018-12-28,NaN,NaN,NaN,NaN,NaN,NaN,171054
2019-01-02,NaN,NaN,NaN,NaN,NaN,NaN,91402
2019-01-03,NaN,NaN,NaN,NaN,NaN,NaN,198374
2019-01-04,NaN,NaN,NaN,NaN,NaN,NaN,217562
2019-01-07,NaN,NaN,NaN,NaN,NaN,NaN,280434
2019-01-08,NaN,NaN,NaN,NaN,NaN,NaN,193804
2019-01-09,NaN,NaN,NaN,NaN,NaN,NaN,184668
2019-01-10,NaN,NaN,NaN,NaN,NaN,NaN,223516
2019-01-11,NaN,NaN,NaN,NaN,NaN,NaN,204814


数据来源：Wind
